driverStandingsId,raceId,driverId,points,position,positionText,wins,constructorId,points_[0],lap,duration,milliseconds,name
64386,842,808,15,8,8,0,5,0,15,23.182,23182,"Toro Rosso"
64386,842,808,15,8,8,0,10,1,44,28.694,28694,"Force India"
64386,842,808,15,8,8,0,10,1,27,22.68,22680,"Force India"
64386,842,808,15,8,8,0,10,1,15,23.182,23182,"Force India"
64386,842,808,15,8,8,0,131,2,44,28.694,28694,Mercedes
64386,842,808,15,8,8,0,131,2,27,22.68,22680,Mercedes
64386,842,808,15,8,8,0,131,2,15,23.182,23182,Mercedes
64386,842,808,15,8,8,0,15,6,44,28.694,28694,Sauber
64386,842,808,15,8,8,0,15,6,27,22.68,22680,Sauber
64386,842,808,15,8,8,0,15,6,15,23.182,23182,Sauber
64386,842,808,15,8,8,0,6,18,44,28.694,28694,Ferrari
64386,842,808,15,8,8,0,6,18,27,22.68,22680,Ferrari
64386,842,808,15,8,8,0,6,18,15,23.182,23182,Ferrari
64386,842,808,15,8,8,0,4,15,44,28.694,28694,Renault
64386,842,808,15,8,8,0,4,15,27,22.68,22680,Renault
64386,842,808,15,8,8,0,4,15,15,23.182,23182,Renault
64386,842,808,15,8,8,0,1,22,44,28.694,28694,McLaren
64386,842,808,15,8,8,0,1,22,27,22.68,22680,McLaren
64386,842,808,15,8,8,0,1,22,15,23.182,23182,McLaren
64386,842,808,15,8,8,0,9,37,44,28.694,28694,"Red Bull"
64386,842,808,15,8,8,0,9,37,27,22.68,22680,"Red Bull"
64386,842,808,15,8,8,0,9,37,15,23.182,23182,"Red Bull"
64385,842,1,22,3,3,0,3,0,52,22.466,22466,Williams
64385,842,1,22,3,3,0,3,0,37,25.382,25382,Williams
64385,842,1,22,3,3,0,3,0,24,22.611,22611,Williams
64385,842,1,22,3,3,0,3,0,12,22.552,22552,Williams
64385,842,1,22,3,3,0,164,0,52,22.466,22466,HRT
64385,842,1,22,3,3,0,164,0,37,25.382,25382,HRT
64385,842,1,22,3,3,0,164,0,24,22.611,22611,HRT
64385,842,1,22,3,3,0,164,0,12,22.552,22552,HRT
64385,842,1,22,3,3,0,166,0,52,22.466,22466,Virgin
64385,842,1,22,3,3,0,166,0,37,25.382,25382,Virgin
64385,842,1,22,3,3,0,166,0,24,22.611,22611,Virgin
64385,842,1,22,3,3,0,166,0,12,22.552,22552,Virgin
64385,842,1,22,3,3,0,205,0,52,22.466,22466,Lotus
64385,842,1,22,3,3,0,205,0,37,25.382,25382,Lotus
64385,842,1,22,3,3,0,205,0,24,22.611,22611,Lotus
64385,842,1,22,3,3,0,205,0,12,22.552,22552,Lotus
64385,842,1,22,3,3,0,5,0,52,22.466,22466,"Toro Rosso"
64385,842,1,22,3,3,0,5,0,37,25.382,25382,"Toro Rosso"
64385,842,1,22,3,3,0,5,0,24,22.611,22611,"Toro Rosso"
64385,842,1,22,3,3,0,5,0,12,22.552,22552,"Toro Rosso"
64385,842,1,22,3,3,0,10,1,52,22.466,22466,"Force India"
64385,842,1,22,3,3,0,10,1,37,25.382,25382,"Force India"
64385,842,1,22,3,3,0,10,1,24,22.611,22611,"Force India"
64385,842,1,22,3,3,0,10,1,12,22.552,22552,"Force India"
64385,842,1,22,3,3,0,131,2,52,22.466,22466,Mercedes
64385,842,1,22,3,3,0,131,2,37,25.382,25382,Mercedes
64385,842,1,22,3,3,0,131,2,24,22.611,22611,Mercedes
64385,842,1,22,3,3,0,131,2,12,22.552,22552,Mercedes
64385,842,1,22,3,3,0,15,6,52,22.466,22466,Sauber
64385,842,1,22,3,3,0,15,6,37,25.382,25382,Sauber
64385,842,1,22,3,3,0,15,6,24,22.611,22611,Sauber
64385,842,1,22,3,3,0,15,6,12,22.552,22552,Sauber
64385,842,1,22,3,3,0,6,18,52,22.466,22466,Ferrari
64385,842,1,22,3,3,0,6,18,37,25.382,25382,Ferrari
64385,842,1,22,3,3,0,6,18,24,22.611,22611,Ferrari
64385,842,1,22,3,3,0,6,18,12,22.552,22552,Ferrari
64385,842,1,22,3,3,0,4,15,52,22.466,22466,Renault
64385,842,1,22,3,3,0,4,15,37,25.382,25382,Renault
64385,842,1,22,3,3,0,4,15,24,22.611,22611,Renault
64385,842,1,22,3,3,0,4,15,12,22.552,22552,Renault
64385,842,1,22,3,3,0,1,22,52,22.466,22466,McLaren
64385,842,1,22,3,3,0,1,22,37,25.382,25382,McLaren
64385,842,1,22,3,3,0,1,22,24,22.611,22611,McLaren
64385,842,1,22,3,3,0,1,22,12,22.552,22552,McLaren
64385,842,1,22,3,3,0,9,37,52,22.466,22466,"Red Bull"
64385,842,1,22,3,3,0,9,37,37,25.382,25382,"Red Bull"
64385,842,1,22,3,3,0,9,37,24,22.611,22611,"Red Bull"
64385,842,1,22,3,3,0,9,37,12,22.552,22552,"Red Bull"
64708,841,30,0,19,19,0,164,0,17,23.988,23988,HRT
64708,841,30,0,19,19,0,164,0,1,25.021,25021,HRT
64708,841,30,0,19,19,0,131,0,17,23.988,23988,Mercedes
64708,841,30,0,19,19,0,131,0,1,25.021,25021,Mercedes
64708,841,30,0,19,19,0,3,0,17,23.988,23988,Williams
64708,841,30,0,19,19,0,3,0,1,25.021,25021,Williams
64708,841,30,0,19,19,0,166,0,17,23.988,23988,Virgin
64708,841,30,0,19,19,0,166,0,1,25.021,25021,Virgin
64708,841,30,0,19,19,0,205,0,17,23.988,23988,Lotus
64708,841,30,0,19,19,0,205,0,1,25.021,25021,Lotus
64708,841,30,0,19,19,0,10,3,17,23.988,23988,"Force India"
64708,841,30,0,19,19,0,10,3,1,25.021,25021,"Force India"
64708,841,30,0,19,19,0,5,4,17,23.988,23988,"Toro Rosso"
64708,841,30,0,19,19,0,5,4,1,25.021,25021,"Toro Rosso"
64708,841,30,0,19,19,0,15,0,17,23.988,23988,Sauber
64708,841,30,0,19,19,0,15,0,1,25.021,25021,Sauber
64708,841,30,0,19,19,0,6,18,17,23.988,23988,Ferrari
64708,841,30,0,19,19,0,6,18,1,25.021,25021,Ferrari
64708,841,30,0,19,19,0,4,15,17,23.988,23988,Renault
64708,841,30,0,19,19,0,4,15,1,25.021,25021,Renault
64708,841,30,0,19,19,0,1,26,17,23.988,23988,McLaren
64708,841,30,0,19,19,0,1,26,1,25.021,25021,McLaren
64708,841,30,0,19,19,0,9,35,17,23.988,23988,"Red Bull"
64708,841,30,0,19,19,0,9,35,1,25.021,25021,"Red Bull"
64707,841,5,0,18,18,0,164,0,17,24.865,24865,HRT
64707,841,5,0,18,18,0,131,0,17,24.865,24865,Mercedes
64707,841,5,0,18,18,0,3,0,17,24.865,24865,Williams
64707,841,5,0,18,18,0,166,0,17,24.865,24865,Virgin
64707,841,5,0,18,18,0,205,0,17,24.865,24865,Lotus
64707,841,5,0,18,18,0,10,3,17,24.865,24865,"Force India"
64707,841,5,0,18,18,0,5,4,17,24.865,24865,"Toro Rosso"
64707,841,5,0,18,18,0,15,0,17,24.865,24865,Sauber
64707,841,5,0,18,18,0,6,18,17,24.865,24865,Ferrari
64707,841,5,0,18,18,0,4,15,17,24.865,24865,Renault
64707,841,5,0,18,18,0,1,26,17,24.865,24865,McLaren
64707,841,5,0,18,18,0,9,35,17,24.865,24865,"Red Bull"
64706,841,3,0,17,17,0,164,0,16,23.716,23716,HRT
64706,841,3,0,17,17,0,131,0,16,23.716,23716,Mercedes
64706,841,3,0,17,17,0,3,0,16,23.716,23716,Williams
64706,841,3,0,17,17,0,166,0,16,23.716,23716,Virgin
64706,841,3,0,17,17,0,205,0,16,23.716,23716,Lotus
64706,841,3,0,17,17,0,10,3,16,23.716,23716,"Force India"
64706,841,3,0,17,17,0,5,4,16,23.716,23716,"Toro Rosso"
64706,841,3,0,17,17,0,15,0,16,23.716,23716,Sauber
64706,841,3,0,17,17,0,6,18,16,23.716,23716,Ferrari
64706,841,3,0,17,17,0,4,15,16,23.716,23716,Renault
64706,841,3,0,17,17,0,1,26,16,23.716,23716,McLaren
64706,841,3,0,17,17,0,9,35,16,23.716,23716,"Red Bull"
64705,841,22,0,16,16,0,164,0,40,26.309,26309,HRT
64705,841,22,0,16,16,0,164,0,28,16.892,16892,HRT
64705,841,22,0,16,16,0,164,0,23,37.856,37856,HRT
64705,841,22,0,16,16,0,164,0,13,23.643,23643,HRT
64705,841,22,0,16,16,0,131,0,40,26.309,26309,Mercedes
64705,841,22,0,16,16,0,131,0,28,16.892,16892,Mercedes
64705,841,22,0,16,16,0,131,0,23,37.856,37856,Mercedes
64705,841,22,0,16,16,0,131,0,13,23.643,23643,Mercedes
64705,841,22,0,16,16,0,3,0,40,26.309,26309,Williams
64705,841,22,0,16,16,0,3,0,28,16.892,16892,Williams
64705,841,22,0,16,16,0,3,0,23,37.856,37856,Williams
64705,841,22,0,16,16,0,3,0,13,23.643,23643,Williams
64705,841,22,0,16,16,0,166,0,40,26.309,26309,Virgin
64705,841,22,0,16,16,0,166,0,28,16.892,16892,Virgin
64705,841,22,0,16,16,0,166,0,23,37.856,37856,Virgin
64705,841,22,0,16,16,0,166,0,13,23.643,23643,Virgin
64705,841,22,0,16,16,0,205,0,40,26.309,26309,Lotus
64705,841,22,0,16,16,0,205,0,28,16.892,16892,Lotus
64705,841,22,0,16,16,0,205,0,23,37.856,37856,Lotus
64705,841,22,0,16,16,0,205,0,13,23.643,23643,Lotus
64705,841,22,0,16,16,0,10,3,40,26.309,26309,"Force India"
64705,841,22,0,16,16,0,10,3,28,16.892,16892,"Force India"
64705,841,22,0,16,16,0,10,3,23,37.856,37856,"Force India"
64705,841,22,0,16,16,0,10,3,13,23.643,23643,"Force India"
64705,841,22,0,16,16,0,5,4,40,26.309,26309,"Toro Rosso"
64705,841,22,0,16,16,0,5,4,28,16.892,16892,"Toro Rosso"
64705,841,22,0,16,16,0,5,4,23,37.856,37856,"Toro Rosso"
64705,841,22,0,16,16,0,5,4,13,23.643,23643,"Toro Rosso"
64705,841,22,0,16,16,0,15,0,40,26.309,26309,Sauber
64705,841,22,0,16,16,0,15,0,28,16.892,16892,Sauber
64705,841,22,0,16,16,0,15,0,23,37.856,37856,Sauber
64705,841,22,0,16,16,0,15,0,13,23.643,23643,Sauber
64705,841,22,0,16,16,0,6,18,40,26.309,26309,Ferrari
64705,841,22,0,16,16,0,6,18,28,16.892,16892,Ferrari
64705,841,22,0,16,16,0,6,18,23,37.856,37856,Ferrari
64705,841,22,0,16,16,0,6,18,13,23.643,23643,Ferrari
64705,841,22,0,16,16,0,4,15,40,26.309,26309,Renault
64705,841,22,0,16,16,0,4,15,28,16.892,16892,Renault
64705,841,22,0,16,16,0,4,15,23,37.856,37856,Renault
64705,841,22,0,16,16,0,4,15,13,23.643,23643,Renault
64705,841,22,0,16,16,0,1,26,40,26.309,26309,McLaren
64705,841,22,0,16,16,0,1,26,28,16.892,16892,McLaren
64705,841,22,0,16,16,0,1,26,23,37.856,37856,McLaren
64705,841,22,0,16,16,0,1,26,13,23.643,23643,McLaren
64705,841,22,0,16,16,0,9,35,40,26.309,26309,"Red Bull"
64705,841,22,0,16,16,0,9,35,28,16.892,16892,"Red Bull"
64705,841,22,0,16,16,0,9,35,23,37.856,37856,"Red Bull"
64705,841,22,0,16,16,0,9,35,13,23.643,23643,"Red Bull"
64384,842,20,50,1,1,2,3,0,41,22.313,22313,Williams
64384,842,20,50,1,1,2,3,0,25,21.893,21893,Williams
64384,842,20,50,1,1,2,3,0,13,23.019,23019,Williams
64384,842,20,50,1,1,2,164,0,41,22.313,22313,HRT
64384,842,20,50,1,1,2,164,0,25,21.893,21893,HRT
64384,842,20,50,1,1,2,164,0,13,23.019,23019,HRT
64384,842,20,50,1,1,2,166,0,41,22.313,22313,Virgin
64384,842,20,50,1,1,2,166,0,25,21.893,21893,Virgin
64384,842,20,50,1,1,2,166,0,13,23.019,23019,Virgin
64384,842,20,50,1,1,2,205,0,41,22.313,22313,Lotus
64384,842,20,50,1,1,2,205,0,25,21.893,21893,Lotus
64384,842,20,50,1,1,2,205,0,13,23.019,23019,Lotus
64384,842,20,50,1,1,2,5,0,41,22.313,22313,"Toro Rosso"
64384,842,20,50,1,1,2,5,0,25,21.893,21893,"Toro Rosso"
64384,842,20,50,1,1,2,5,0,13,23.019,23019,"Toro Rosso"
64384,842,20,50,1,1,2,10,1,41,22.313,22313,"Force India"
64384,842,20,50,1,1,2,10,1,25,21.893,21893,"Force India"
64384,842,20,50,1,1,2,10,1,13,23.019,23019,"Force India"
64384,842,20,50,1,1,2,131,2,41,22.313,22313,Mercedes
64384,842,20,50,1,1,2,131,2,25,21.893,21893,Mercedes
64384,842,20,50,1,1,2,131,2,13,23.019,23019,Mercedes
64384,842,20,50,1,1,2,15,6,41,22.313,22313,Sauber
64384,842,20,50,1,1,2,15,6,25,21.893,21893,Sauber
64384,842,20,50,1,1,2,15,6,13,23.019,23019,Sauber
64384,842,20,50,1,1,2,6,18,41,22.313,22313,Ferrari
64384,842,20,50,1,1,2,6,18,25,21.893,21893,Ferrari
64384,842,20,50,1,1,2,6,18,13,23.019,23019,Ferrari
64384,842,20,50,1,1,2,4,15,41,22.313,22313,Renault
64384,842,20,50,1,1,2,4,15,25,21.893,21893,Renault
64384,842,20,50,1,1,2,4,15,13,23.019,23019,Renault
64384,842,20,50,1,1,2,1,22,41,22.313,22313,McLaren
64384,842,20,50,1,1,2,1,22,25,21.893,21893,McLaren
64384,842,20,50,1,1,2,1,22,13,23.019,23019,McLaren
64384,842,20,50,1,1,2,9,37,41,22.313,22313,"Red Bull"
64384,842,20,50,1,1,2,9,37,25,21.893,21893,"Red Bull"
64384,842,20,50,1,1,2,9,37,13,23.019,23019,"Red Bull"
64704,841,10,0,15,15,0,164,0,18,23.792,23792,HRT
64704,841,10,0,15,15,0,131,0,18,23.792,23792,Mercedes
64704,841,10,0,15,15,0,3,0,18,23.792,23792,Williams
64704,841,10,0,15,15,0,166,0,18,23.792,23792,Virgin
64704,841,10,0,15,15,0,205,0,18,23.792,23792,Lotus
64704,841,10,0,15,15,0,10,3,18,23.792,23792,"Force India"
64704,841,10,0,15,15,0,5,4,18,23.792,23792,"Toro Rosso"
64704,841,10,0,15,15,0,15,0,18,23.792,23792,Sauber
64704,841,10,0,15,15,0,6,18,18,23.792,23792,Ferrari
64704,841,10,0,15,15,0,4,15,18,23.792,23792,Renault
64704,841,10,0,15,15,0,1,26,18,23.792,23792,McLaren
64704,841,10,0,15,15,0,9,35,18,23.792,23792,"Red Bull"
64703,841,816,0,14,14,0,164,0,38,26.446,26446,HRT
64703,841,816,0,14,14,0,164,0,14,25.259,25259,HRT
64703,841,816,0,14,14,0,131,0,38,26.446,26446,Mercedes
64703,841,816,0,14,14,0,131,0,14,25.259,25259,Mercedes
64703,841,816,0,14,14,0,3,0,38,26.446,26446,Williams
64703,841,816,0,14,14,0,3,0,14,25.259,25259,Williams
64703,841,816,0,14,14,0,166,0,38,26.446,26446,Virgin
64703,841,816,0,14,14,0,166,0,14,25.259,25259,Virgin
64703,841,816,0,14,14,0,205,0,38,26.446,26446,Lotus
64703,841,816,0,14,14,0,205,0,14,25.259,25259,Lotus
64703,841,816,0,14,14,0,10,3,38,26.446,26446,"Force India"
64703,841,816,0,14,14,0,10,3,14,25.259,25259,"Force India"
64703,841,816,0,14,14,0,5,4,38,26.446,26446,"Toro Rosso"
64703,841,816,0,14,14,0,5,4,14,25.259,25259,"Toro Rosso"
64703,841,816,0,14,14,0,15,0,38,26.446,26446,Sauber
64703,841,816,0,14,14,0,15,0,14,25.259,25259,Sauber
64703,841,816,0,14,14,0,6,18,38,26.446,26446,Ferrari
64703,841,816,0,14,14,0,6,18,14,25.259,25259,Ferrari
64703,841,816,0,14,14,0,4,15,38,26.446,26446,Renault
64703,841,816,0,14,14,0,4,15,14,25.259,25259,Renault
64703,841,816,0,14,14,0,1,26,38,26.446,26446,McLaren
64703,841,816,0,14,14,0,1,26,14,25.259,25259,McLaren
64703,841,816,0,14,14,0,9,35,38,26.446,26446,"Red Bull"
64703,841,816,0,14,14,0,9,35,14,25.259,25259,"Red Bull"
64702,841,15,0,13,13,0,164,0,37,24.848,24848,HRT
64702,841,15,0,13,13,0,164,0,16,24.899,24899,HRT
64702,841,15,0,13,13,0,131,0,37,24.848,24848,Mercedes
64702,841,15,0,13,13,0,131,0,16,24.899,24899,Mercedes
64702,841,15,0,13,13,0,3,0,37,24.848,24848,Williams
64702,841,15,0,13,13,0,3,0,16,24.899,24899,Williams
64702,841,15,0,13,13,0,166,0,37,24.848,24848,Virgin
64702,841,15,0,13,13,0,166,0,16,24.899,24899,Virgin
64702,841,15,0,13,13,0,205,0,37,24.848,24848,Lotus
64702,841,15,0,13,13,0,205,0,16,24.899,24899,Lotus
64702,841,15,0,13,13,0,10,3,37,24.848,24848,"Force India"
64702,841,15,0,13,13,0,10,3,16,24.899,24899,"Force India"
64702,841,15,0,13,13,0,5,4,37,24.848,24848,"Toro Rosso"
64702,841,15,0,13,13,0,5,4,16,24.899,24899,"Toro Rosso"
64702,841,15,0,13,13,0,15,0,37,24.848,24848,Sauber
64702,841,15,0,13,13,0,15,0,16,24.899,24899,Sauber
64702,841,15,0,13,13,0,6,18,37,24.848,24848,Ferrari
64702,841,15,0,13,13,0,6,18,16,24.899,24899,Ferrari
64702,841,15,0,13,13,0,4,15,37,24.848,24848,Renault
64702,841,15,0,13,13,0,4,15,16,24.899,24899,Renault
64702,841,15,0,13,13,0,1,26,37,24.848,24848,McLaren
64702,841,15,0,13,13,0,1,26,16,24.899,24899,McLaren
64702,841,15,0,13,13,0,9,35,37,24.848,24848,"Red Bull"
64702,841,15,0,13,13,0,9,35,16,24.899,24899,"Red Bull"
64701,841,2,0,12,12,0,164,0,30,25.098,25098,HRT
64701,841,2,0,12,12,0,164,0,15,22.994,22994,HRT
64701,841,2,0,12,12,0,131,0,30,25.098,25098,Mercedes
64701,841,2,0,12,12,0,131,0,15,22.994,22994,Mercedes
64701,841,2,0,12,12,0,3,0,30,25.098,25098,Williams
64701,841,2,0,12,12,0,3,0,15,22.994,22994,Williams
64701,841,2,0,12,12,0,166,0,30,25.098,25098,Virgin
64701,841,2,0,12,12,0,166,0,15,22.994,22994,Virgin
64701,841,2,0,12,12,0,205,0,30,25.098,25098,Lotus
64701,841,2,0,12,12,0,205,0,15,22.994,22994,Lotus
64701,841,2,0,12,12,0,10,3,30,25.098,25098,"Force India"
64701,841,2,0,12,12,0,10,3,15,22.994,22994,"Force India"
64701,841,2,0,12,12,0,5,4,30,25.098,25098,"Toro Rosso"
64701,841,2,0,12,12,0,5,4,15,22.994,22994,"Toro Rosso"
64701,841,2,0,12,12,0,15,0,30,25.098,25098,Sauber
64701,841,2,0,12,12,0,15,0,15,22.994,22994,Sauber
64701,841,2,0,12,12,0,6,18,30,25.098,25098,Ferrari
64701,841,2,0,12,12,0,6,18,15,22.994,22994,Ferrari
64701,841,2,0,12,12,0,4,15,30,25.098,25098,Renault
64701,841,2,0,12,12,0,4,15,15,22.994,22994,Renault
64701,841,2,0,12,12,0,1,26,30,25.098,25098,McLaren
64701,841,2,0,12,12,0,1,26,15,22.994,22994,McLaren
64701,841,2,0,12,12,0,9,35,30,25.098,25098,"Red Bull"
64701,841,2,0,12,12,0,9,35,15,22.994,22994,"Red Bull"
64700,841,153,0,11,11,0,164,0,35,26.348,26348,HRT
64700,841,153,0,11,11,0,164,0,17,24.463,24463,HRT
64700,841,153,0,11,11,0,164,0,1,26.898,26898,HRT
64700,841,153,0,11,11,0,131,0,35,26.348,26348,Mercedes
64700,841,153,0,11,11,0,131,0,17,24.463,24463,Mercedes
64700,841,153,0,11,11,0,131,0,1,26.898,26898,Mercedes
64700,841,153,0,11,11,0,3,0,35,26.348,26348,Williams
64700,841,153,0,11,11,0,3,0,17,24.463,24463,Williams
64700,841,153,0,11,11,0,3,0,1,26.898,26898,Williams
64700,841,153,0,11,11,0,166,0,35,26.348,26348,Virgin
64700,841,153,0,11,11,0,166,0,17,24.463,24463,Virgin
64700,841,153,0,11,11,0,166,0,1,26.898,26898,Virgin
64700,841,153,0,11,11,0,205,0,35,26.348,26348,Lotus
